title,price,location,year,mileage,list_date,URL,source
2020 Moto Guzzi III Stone,"$6,790",olympia,2020,"1,177mi",6/30,https://seattle.craigslist.org/oly/mcd/d/olympia-2020-moto-guzzi-iii-stone/7638466748.html,craigslist
"2011 Honda CBR 250R: Sporty Red Bike, SUMMER SPECIAL","$3,991",lynnwood,2011,"1,800mi",6/30,https://seattle.craigslist.org/see/mcd/d/lynnwood-2011-honda-cbr-250r-sporty-red/7638459206.html,craigslist
1996 Custom Heritage Softail,"$7,500",sammamish,1996,"3,800mi",6/30,https://seattle.craigslist.org/est/mcy/d/sammamish-1996-custom-heritage-softail/7638456603.html,craigslist
2017 ktm 1290 duke r,"$13,500",puyallup,2017,"7,200mi",6/30,https://seattle.craigslist.org/tac/mcy/d/puyallup-2017-ktm-1290-duke/7638452415.html,craigslist
2023 Triumph Tiger 1200 Rally Explorer,"$22,899",bonney,2023,"1,300mi",6/30,https://seattle.craigslist.org/see/mcy/d/bonney-lake-2023-triumph-tiger-1200/7638448607.html,craigslist
2007 Honda Goldwing 1800 GL,"$9,500",redmond,2007,34k mi,6/30,https://seattle.craigslist.org/see/mcy/d/redmond-2007-honda-goldwing-1800-gl/7638448263.html,craigslist
Drop Seat Bobber,"$11,500",port,-1,"6,000mi",6/30,https://seattle.craigslist.org/see/mcy/d/port-angeles-drop-seat-bobber/7638441877.html,craigslist
1999 Harley Davidson Road King Classic,"$9,200",woodinville,1999,"9,800mi",6/30,https://seattle.craigslist.org/see/mcy/d/woodinville-1999-harley-davidson-road/7638441660.html,craigslist
1992 harley davidson sportster,"$3,000",tacoma,1992,17k mi,6/30,https://seattle.craigslist.org/tac/mcy/d/tacoma-1992-harley-davidson-sportster/7638439294.html,craigslist
1974 harley davidson xlch 1000 sportster,"$3,000",tacoma,1974,12k mi,6/30,https://seattle.craigslist.org/tac/mcy/d/tacoma-1974-harley-davidson-xlch-1000/7638439070.html,craigslist
2010 harley davidson ultra classic,"$10,500",tacoma,2010,37k mi,6/30,https://seattle.craigslist.org/tac/mcy/d/tacoma-2010-harley-davidson-ultra/7638438584.html,craigslist
2003 Honda VFX 1800,"$4,900",port,2003,13k mi,6/30,https://seattle.craigslist.org/see/mcy/d/port-angeles-2003-honda-vfx-1800/7638435916.html,craigslist
2015 Yamaha R3 (YZR-R3) : Red : Great Condition : Full Exhaust,"$4,500",bellevue,2015,"5,281mi",6/30,https://seattle.craigslist.org/est/mcy/d/bellevue-2015-yamaha-r3-yzr-r3-red/7638431844.html,craigslist
2010 Harley-Davidson Sportster 883 low,"$5,250",north,2010,"7,479mi",6/30,https://seattle.craigslist.org/sno/mcy/d/north-lakewood-2010-harley-davidson/7638429843.html,craigslist
2011 Ducati hypermotard 1100 evo,"$6,500",belfair,2011,"6,041mi",6/30,https://seattle.craigslist.org/kit/mcy/d/belfair-2011-ducati-hypermotard-1100-evo/7638420963.html,craigslist
2016 husqvarna te 300,"$5,200",bremerton,2016,"3,647mi",6/30,https://seattle.craigslist.org/kit/mcy/d/bremerton-2016-husqvarna-te-300/7638419806.html,craigslist
"2000 Gilroy Indian Chief *** 2,022 miles**OBO","$9,995",grants,2000,"2,022mi",6/30,https://seattle.craigslist.org/see/mcd/d/grants-pass-2000-gilroy-indian-chief/7638415373.html,craigslist
2017 Harley Davidson 1200 Custom,"$6,500",issaquah,2017,"9,000mi",6/30,https://seattle.craigslist.org/see/mcy/d/issaquah-2017-harley-davidson-1200/7638414023.html,craigslist
2007 Roadliner 1900,"$3,900",kent,2007,16k mi,6/30,https://seattle.craigslist.org/skc/mcy/d/kent-2007-roadliner-1900/7638402539.html,craigslist
2014 Honda CBR1000RR sport bike low miles great condition,"$7,500",kenmore,2014,"7,000mi",6/30,https://seattle.craigslist.org/see/mcy/d/kenmore-2014-honda-cbr1000rr-sport-bike/7638400804.html,craigslist
2005 Harley XL883R Sportster,"$3,999",snohomish,2005,30k mi,6/30,https://seattle.craigslist.org/sno/mcy/d/snohomish-2005-harley-xl883r-sportster/7638400119.html,craigslist
2021 BMW K1600GTL,"$21,490",olympia,2021,"9,768mi",6/30,https://seattle.craigslist.org/oly/mcd/d/olympia-2021-bmw-k1600gtl/7638397143.html,craigslist
2008 Harley Davidson Road King,"$11,500",bonney,2008,13k mi,6/30,https://seattle.craigslist.org/see/mcy/d/bonney-lake-2008-harley-davidson-road/7638389699.html,craigslist
2016 KTM Duke 690,"$6,800",edmonds,2016,"7,550mi",6/30,https://seattle.craigslist.org/sno/mcy/d/edmonds-2016-ktm-duke-690/7638388882.html,craigslist
2009 Harley-Davidson XR1200 Sportster,"$5,300",renton,2009,48k mi,6/30,https://seattle.craigslist.org/est/mcy/d/renton-2009-harley-davidson-xr1200/7638382508.html,craigslist
2018 Indian Motorcycle Scout Bobber Thunder Black,"$7,600",seattle,2018,"9,289mi",6/30,https://seattle.craigslist.org/see/mcd/d/seattle-2018-indian-motorcycle-scout/7638381772.html,craigslist
2013 Triumph Trophy SE,"$5,999",seattle,2013,28k mi,6/30,https://seattle.craigslist.org/see/mcd/d/seattle-2013-triumph-trophy-se/7638381659.html,craigslist
2001 BMW R1100S,"$3,800",renton,2001,30k mi,6/30,https://seattle.craigslist.org/est/mcy/d/renton-2001-bmw-r1100s/7638378470.html,craigslist
2008 Harley Davidson Road King,"$9,500",kenmore,2008,20k mi,6/30,https://seattle.craigslist.org/see/mcy/d/kenmore-2008-harley-davidson-road-king/7638377895.html,craigslist
3 Wheel Motor Scooter,"$3,550",lacey,-1,100mi,6/30,https://seattle.craigslist.org/oly/mcy/d/lacey-wheel-motor-scooter/7638347718.html,craigslist
"2017 Triumph Street Cup - 3,192 Miles - 900cc","$7,999",seattle,2017,"3,192mi",6/30,https://seattle.craigslist.org/see/mcy/d/seattle-2017-triumph-street-cup-miles/7638326240.html,craigslist
2022 Harley-Davidson Softail Street Bob 114 FXBBS,,renton,2022,"1,071mi",6/30,https://seattle.craigslist.org/see/mcd/d/renton-2022-harley-davidson-softail/7638316823.html,craigslist
Black 2006 Harley Davidson Fatboy FI,"$7,000",olympia,2006,25k mi,6/30,https://seattle.craigslist.org/oly/mcy/d/olympia-black-2006-harley-davidson/7638310472.html,craigslist
2019 Honda CRF450X,"$9,999",lakewood,2019,"2,344mi",6/30,https://seattle.craigslist.org/tac/mcd/d/lakewood-2019-honda-crf450x/7638293469.html,craigslist
2020 Harley-Davidson Sportster Iron 883,"$9,999",silverdale,2020,675mi,6/30,https://seattle.craigslist.org/kit/mcd/d/silverdale-2020-harley-davidson/7638291873.html,craigslist
2015 Harley-Davidson Sportster Iron 883,"$7,499",silverdale,2015,30k mi,6/30,https://seattle.craigslist.org/kit/mcd/d/silverdale-2015-harley-davidson/7638291803.html,craigslist
2011 Harley-Davidson Electra Glide Ultra Classic,"$12,999",tacoma,2011,32k mi,6/30,https://seattle.craigslist.org/tac/mcd/d/tacoma-2011-harley-davidson-electra/7638291769.html,craigslist
2022 Harley-Davidson Electra Glide Ultra Limited,"$29,999",tacoma,2022,"7,202mi",6/30,https://seattle.craigslist.org/tac/mcd/d/tacoma-2022-harley-davidson-electra/7638291768.html,craigslist
2022 Harley-Davidson Sportster Nightster,"$13,499",tacoma,2022,85mi,6/30,https://seattle.craigslist.org/tac/mcd/d/tacoma-2022-harley-davidson-sportster/7638291754.html,craigslist
1974 Yamaha MX250a,"$4,950",tonasket,1974,999mi,6/30,https://seattle.craigslist.org/see/mcy/d/tonasket-1974-yamaha-mx250a/7638279748.html,craigslist
2023 Royal Enfield + Upgrades,"$6,900",dupont,2023,400mi,6/30,https://seattle.craigslist.org/tac/mcy/d/dupont-2023-royal-enfield-upgrades/7638277851.html,craigslist
Kawasaki Versys 650,"$5,800",centralia,-1,"2,990mi",6/30,https://seattle.craigslist.org/oly/mcy/d/centralia-kawasaki-versys-650/7638246517.html,craigslist
2007 Honda CBR600 RR,"$6,950",kent,2007,"7,985mi",6/30,https://seattle.craigslist.org/see/mcy/d/kent-2007-honda-cbr600-rr/7638244181.html,craigslist
2017 Suzuki V-Strom 650 XT V Twin 645,"$7,940",prosser,2017,14k mi,6/29,https://seattle.craigslist.org/see/mcd/d/prosser-2017-suzuki-strom-650-xt-twin/7638238522.html,craigslist
1975 Honda Trail 90,"$2,200",olympia,1975,"2,400mi",6/29,https://seattle.craigslist.org/oly/mcy/d/olympia-1975-honda-trail-90/7638237540.html,craigslist
2023 road glide,"$28,000",camano,2023,419mi,6/29,https://seattle.craigslist.org/sno/mcy/d/camano-island-2023-road-glide/7638231230.html,craigslist
2003 Suzuki sv1000,"$4,100",kent,2003,37k mi,6/29,https://seattle.craigslist.org/see/mcy/d/kent-2003-suzuki-sv1000/7638218922.html,craigslist
2022 Can-Am Spyder RT Limited Dark Wheels,"$27,995",prosser,2022,230mi,6/29,https://seattle.craigslist.org/see/mcd/d/prosser-2022-can-am-spyder-rt-limited/7638214250.html,craigslist
2021 BMW F 750 GS 40 Years GS,"$12,290",prosser,2021,992mi,6/29,https://seattle.craigslist.org/see/mcd/d/prosser-2021-bmw-750-gs-40-years-gs/7638211286.html,craigslist
2016 BMW R 1200 GS Adventure Premium Light White,"$18,390",prosser,2016,"7,579mi",6/29,https://seattle.craigslist.org/see/mcd/d/prosser-2016-bmw-1200-gs-adventure/7638210762.html,craigslist
Yamaha FJR 1300,"$11,500",federal,1300,48k mi,6/29,https://seattle.craigslist.org/skc/mcy/d/federal-way-yamaha-fjr-1300/7638206272.html,craigslist
2012 BMW K1600GT,"$7,000",clinton,2012,25k mi,6/29,https://seattle.craigslist.org/sno/mcy/d/clinton-2012-bmw-k1600gt/7638206091.html,craigslist
2015 BMW R 1200 GS Adventure,"$13,300",prosser,2015,37k mi,6/29,https://seattle.craigslist.org/see/mcd/d/prosser-2015-bmw-1200-gs-adventure/7638203270.html,craigslist
2015 Yamaha Yz 250fx,"$5,300",lake,2015,"1,234mi",6/29,https://seattle.craigslist.org/sno/mcy/d/lake-stevens-2015-yamaha-yz-250fx/7638202494.html,craigslist
Dr650 adventure bike,"$2,700",southworth,-1,19k mi,6/29,https://seattle.craigslist.org/see/mcy/d/southworth-dr650-adventure-bike/7638195521.html,craigslist
2017 Harley Dyna Lowrider S,"$16,000",puyallup,2017,"5,000mi",6/29,https://seattle.craigslist.org/tac/mcy/d/puyallup-2017-harley-dyna-lowrider/7638194624.html,craigslist
2023 BMW R nineT Pure 719 Pollux Metallic/Light White,"$13,030",prosser,2023,-1,6/29,https://seattle.craigslist.org/see/mcd/d/prosser-2023-bmw-ninet-pure-719-pollux/7638192528.html,craigslist
2007 Kymco People 200 Scooter,"$1,350",seattle,2007,"7,780mi",6/29,https://seattle.craigslist.org/see/mcy/d/seattle-2007-kymco-people-200-scooter/7638178075.html,craigslist
2016 BMW F 800 GT Premium Light White Parallel Twin 798,"$8,625",prosser,2016,"8,975mi",6/29,https://seattle.craigslist.org/see/mcd/d/prosser-2016-bmw-800-gt-premium-light/7638177799.html,craigslist
2015 BMW S 1000 RR Horizontal In-line 999,"$14,690",prosser,2015,17k mi,6/29,https://seattle.craigslist.org/see/mcd/d/prosser-2015-bmw-1000-rr-horizontal-in/7638174847.html,craigslist
1996 KTM DUKE 620e,"$4,995",seattle,1996,"5,379mi",6/29,https://seattle.craigslist.org/see/mcy/d/seattle-1996-ktm-duke-620e/7638173581.html,craigslist
2003 PRICE REDUCED! Harley Davidson Fat Boy,"$10,000",eatonville,2003,26k mi,6/29,https://seattle.craigslist.org/tac/mcy/d/eatonville-2003-price-reduced-harley/7638171193.html,craigslist
Moto Guzzi Sport 1100 - Mint,"$10,500",seattle,1100,13k mi,6/29,https://seattle.craigslist.org/see/mcy/d/seattle-moto-guzzi-sport-mint/7638169296.html,craigslist
2005 CRF450R,"$2,900",arlington,2005,-1,6/29,https://seattle.craigslist.org/sno/mcy/d/arlington-2005-crf450r/7638167310.html,craigslist
Best looking 2nd Generation KLR 650,"$3,150",kenmore,-1,54k mi,6/29,https://seattle.craigslist.org/sno/mcy/d/kenmore-best-looking-2nd-generation-klr/7638162345.html,craigslist
2006 Suzuki M50,"$4,300",kent,2006,"9,858mi",6/29,https://seattle.craigslist.org/skc/mcy/d/kent-2006-suzuki-m50/7638161461.html,craigslist
2008 Aprilia Scarabeo 200 scooter 963 Original Miles,"$2,700",kirkland,2008,963mi,6/29,https://seattle.craigslist.org/est/mcy/d/kirkland-2008-aprilia-scarabeo-200/7638160724.html,craigslist
2017 KTM 1290 SuperDuke GT,"$13,899",tacoma,2017,"8,268mi",6/29,https://seattle.craigslist.org/tac/mcy/d/tacoma-2017-ktm-1290-superduke-gt/7638141620.html,craigslist
C50 Boulevard,"$2,900",olympia,-1,19k mi,6/29,https://seattle.craigslist.org/see/mcy/d/olympia-c50-boulevard/7638141074.html,craigslist
Harley-Davidson Sportster Superlow,"$7,500",issaquah,-1,"2,000mi",6/29,https://seattle.craigslist.org/est/mcy/d/issaquah-harley-davidson-sportster/7638139629.html,craigslist
Awesome Oldwing!,"$3,900",olympia,-1,47k mi,6/29,https://seattle.craigslist.org/oly/mcy/d/olympia-awesome-oldwing/7638139149.html,craigslist
2018 Honda Goldwing,"$18,495",graham,2018,17k mi,6/29,https://seattle.craigslist.org/tac/mcy/d/graham-2018-honda-goldwing/7638137283.html,craigslist
2011 Ski Doo Summit SP 800,"$5,000",redmond,2011,"2,117mi",6/29,https://seattle.craigslist.org/est/mcy/d/redmond-2011-ski-doo-summit-sp-800/7638133155.html,craigslist
2023 Honda CMX1100 DCT Touring,"$10,988",tacoma,2023,776mi,6/29,https://seattle.craigslist.org/tac/mcd/d/tacoma-2023-honda-cmx1100-dct-touring/7638123849.html,craigslist
2016 Suzuki V-Strom DL650,"$5,250",redmond,2016,"6,406mi",6/29,https://seattle.craigslist.org/est/mcy/d/redmond-2016-suzuki-strom-dl650/7638115459.html,craigslist
Suzuki SFV650 Gladius,"$4,500",seattle,-1,18k mi,6/29,https://seattle.craigslist.org/see/mcy/d/seattle-suzuki-sfv650-gladius/7638113437.html,craigslist
BMW motorcycle,"$3,000",issaquah,-1,91k mi,6/29,https://seattle.craigslist.org/see/mcy/d/issaquah-bmw-motorcycle/7638098908.html,craigslist
50th Anniversary 2023 KTM Duke 390 at NW European Cycles,"$5,899",tacoma,2023,1mi,6/29,https://seattle.craigslist.org/tac/mcd/d/tacoma-50th-anniversary-2023-ktm-duke/7638088851.html,craigslist
2005 Honda CRF80,"$1,850",woodinville,2005,1mi,6/29,https://seattle.craigslist.org/est/mcy/d/woodinville-2005-honda-crf80/7638088656.html,craigslist
Sale! 50th Anniversary 2023 KTM 390 Adventure at NW European Cycles,"$7,399",tacoma,2023,1mi,6/29,https://seattle.craigslist.org/tac/mcd/d/tacoma-sale-50th-anniversary-2023-ktm/7638087450.html,craigslist
"2022 Kayo KMB 60 PITBIKE YOUTH BOYS GIRLS ATV 22"" SEAT SAVE $100 CLEMS",$899,wilkeson,2022,-1,6/29,https://seattle.craigslist.org/skc/mcd/d/wilkeson-2022-kayo-kmb-60-pitbike-youth/7638080861.html,craigslist
2022 Kayo TS 90 PITBIKE YOUTH BOYS GIRLS DIRTBIKE SEMI AUTO SAVE $200!,$999,wilkeson,2022,-1,6/29,https://seattle.craigslist.org/skc/mcd/d/wilkeson-2022-kayo-ts-90-pitbike-youth/7638076884.html,craigslist
2020 Honda CRF150R expert,"$5,600",gig,2020,"1,000mi",6/29,https://seattle.craigslist.org/tac/mcy/d/gig-harbor-2020-honda-crf150r-expert/7638074611.html,craigslist
Sale! Save over $1000 - 50th Anniversary 23 KTM 50SX Factory Ed.!,"$5,599",tacoma,1000,1mi,6/29,https://seattle.craigslist.org/tac/mcd/d/tacoma-sale-save-over-th-anniversary-23/7638062283.html,craigslist
"1971 Honda 90,Titled,Custom,trail 90,ct90","$3,000",ritzville,1971,70k mi,6/29,https://seattle.craigslist.org/see/mcy/d/ritzville-1971-honda/7638060410.html,craigslist
Harley Davidson Touring,"$9,500",silverdale,-1,30k mi,6/29,https://seattle.craigslist.org/kit/mcy/d/silverdale-harley-davidson-touring/7638058882.html,craigslist
2003 Yamaha Vino 50cc 49cc,"$1,600",seattle,2003,11k mi,6/29,https://seattle.craigslist.org/see/mcy/d/seattle-2003-yamaha-vino-50cc-49cc/7638056841.html,craigslist
2014 Kawasaki KX100,"$2,000",bellevue,2014,1mi,6/29,https://seattle.craigslist.org/est/mcy/d/bellevue-2014-kawasaki-kx100/7638044654.html,craigslist
2007 BMW K1200,"$6,500",seattle,2007,11k mi,6/29,https://seattle.craigslist.org/see/mcy/d/seattle-2007-bmw-k1200/7638043085.html,craigslist
Zero DS Electric Motorcycle 13.3Kw,"$9,995",renton,-1,"2,700mi",6/29,https://seattle.craigslist.org/skc/mcy/d/renton-zero-ds-electric-motorcycle-133kw/7638037063.html,craigslist
ESTATE SALE - 2005 Triumph Thruxton 900,"$5,800",carnation,2005,13k mi,6/29,https://seattle.craigslist.org/est/mcy/d/carnation-estate-sale-triumph-thruxton/7638036710.html,craigslist
ESTATE SALE - 2015 Yamaha FJ-09,"$10,300",carnation,2015,"7,296mi",6/29,https://seattle.craigslist.org/est/mcy/d/carnation-estate-sale-yamaha-fj-09/7638035318.html,craigslist
2013 Harley-Davidson - Ultra Limited,"$15,500",auburn,2013,"5,200mi",6/29,https://seattle.craigslist.org/skc/mcy/d/auburn-2013-harley-davidson-ultra/7638032538.html,craigslist
2008 Piaggio FLY150,"$2,399",seattle,2008,"8,905mi",6/29,https://seattle.craigslist.org/see/mcd/d/seattle-2008-piaggio-fly150/7638030941.html,craigslist
2018 DUCATI Scrambler 1100,"$10,000",seattle,2018,18k mi,6/29,https://seattle.craigslist.org/see/mcd/d/seattle-2018-ducati-scrambler-1100/7638030870.html,craigslist
2022 ZERO SR,"$18,995",auburn,2022,124mi,6/29,https://seattle.craigslist.org/see/mcd/d/auburn-2022-zero-sr/7638022958.html,craigslist
2006 Harley Davidson  Sportster 1200 Roadster,"$5,000",camano,2006,"2,873mi",6/29,https://seattle.craigslist.org/sno/mcy/d/camano-island-2006-harley-davidson/7638020128.html,craigslist
2007 harley davidson heritage softail,"$9,900",auburn,2007,"4,726mi",6/29,https://seattle.craigslist.org/skc/mcy/d/auburn-2007-harley-davidson-heritage/7638016544.html,craigslist
2010 Honda NT700V,"$4,988",tacoma,2010,23k mi,6/29,https://seattle.craigslist.org/tac/mcd/d/tacoma-2010-honda-nt700v/7638011298.html,craigslist
KTM 450 SXF,$1,kingston,-1,1mi,6/29,https://seattle.craigslist.org/kit/mcy/d/kingston-ktm-450-sxf/7638009042.html,craigslist
2015 Thruxton,"$8,300",woodinville,2015,"5,151mi",6/29,https://seattle.craigslist.org/sno/mcy/d/woodinville-2015-thruxton/7637986778.html,craigslist
2014 Harley Ultra FLHTCU,"$12,900",renton,2014,32k mi,6/29,https://seattle.craigslist.org/est/mcy/d/renton-2014-harley-ultra-flhtcu/7637973754.html,craigslist
2012 YAMAHA FZ1,"$8,000",anacortes,2012,"4,500mi",6/29,https://seattle.craigslist.org/sno/mcy/d/anacortes-2012-yamaha-fz1/7637953076.html,craigslist
2023 BMW C400GT,"$8,990",olympia,2023,"2,890mi",6/29,https://seattle.craigslist.org/see/mcy/d/olympia-2023-bmw-c400gt/7637949034.html,craigslist
2022 Harley-Davidson Pan America 1250 Special,"$21,999",silverdale,2022,"3,267mi",6/29,https://seattle.craigslist.org/kit/mcd/d/silverdale-2022-harley-davidson-pan/7637941579.html,craigslist
2021 Harley-Davidson Iron 883' Iron 883,"$10,499",silverdale,2021,367mi,6/29,https://seattle.craigslist.org/kit/mcd/d/silverdale-2021-harley-davidson-iron/7637941498.html,craigslist
2019 Harley-Davidson Street Glide Special,"$24,999",tacoma,2019,16k mi,6/29,https://seattle.craigslist.org/tac/mcd/d/tacoma-2019-harley-davidson-street/7637941481.html,craigslist
2018 Harley-Davidson Street Glide Touring Special,"$23,999",tacoma,2018,24k mi,6/29,https://seattle.craigslist.org/tac/mcd/d/tacoma-2018-harley-davidson-street/7637941462.html,craigslist
2020 Harley-Davidson Touring Softail Street Glide,"$22,999",tacoma,2020,"3,802mi",6/29,https://seattle.craigslist.org/tac/mcd/d/tacoma-2020-harley-davidson-touring/7637941457.html,craigslist
2022 Husqvarna Rockstar 300,"$10,000",bonney,2022,5mi,6/29,https://seattle.craigslist.org/see/mcy/d/bonney-lake-2022-husqvarna-rockstar-300/7637940897.html,craigslist
2019 Husqvarna 250,"$8,000",bonney,2019,5mi,6/29,https://seattle.craigslist.org/see/mcy/d/bonney-lake-2019-husqvarna-250/7637938976.html,craigslist
"FOR SALE , 1981 YAMAHA XS MIDNIGHT 1100 LH ! VERY RARE ! 250 BUILT !","$12,000",grand,1981,13k mi,6/29,https://seattle.craigslist.org/see/mcy/d/grand-forks-for-sale-yamaha-xs-midnight/7637930243.html,craigslist
2022 Honda Rebel 1100 DCT,"$9,690",olympia,2022,"4,375mi",6/29,https://seattle.craigslist.org/oly/mcd/d/olympia-2022-honda-rebel-1100-dct/7637920956.html,craigslist
2022 Honda Rebel 1100 DCT,"$9,690",olympia,2022,"1,121mi",6/29,https://seattle.craigslist.org/oly/mcd/d/olympia-2022-honda-rebel-1100-dct/7637920806.html,craigslist
2020 Honda CRF450R,"$7,990",olympia,2020,1mi,6/29,https://seattle.craigslist.org/oly/mcd/d/olympia-2020-honda-crf450r/7637920676.html,craigslist
2021 BMW K1600GTL,"$21,490",olympia,2021,"9,768mi",6/29,https://seattle.craigslist.org/oly/mcd/d/olympia-2021-bmw-k1600gtl/7637920599.html,craigslist
2020 Husqvarna FC 250,"$7,590",olympia,2020,1mi,6/29,https://seattle.craigslist.org/oly/mcd/d/olympia-2020-husqvarna-fc-250/7637920509.html,craigslist
2021 Honda CBR500RA (ABS),"$8,890",olympia,2021,962mi,6/29,https://seattle.craigslist.org/oly/mcd/d/olympia-2021-honda-cbr500ra-abs/7637920401.html,craigslist
2017 Harley Davidson FXDWG Dyna Wide Glide,"$11,190",olympia,2017,13k mi,6/29,https://seattle.craigslist.org/oly/mcd/d/olympia-2017-harley-davidson-fxdwg-dyna/7637920315.html,craigslist
2013 Harley Davidson FLSTC Heritage Softail Classic,"$9,490",olympia,2013,19k mi,6/29,https://seattle.craigslist.org/oly/mcd/d/olympia-2013-harley-davidson-flstc/7637920234.html,craigslist
2016 Yamaha FZ-07 / FZ07 / MT-07 / MT07,"$6,500",tacoma,2016,"6,200mi",6/29,https://seattle.craigslist.org/tac/mcy/d/tacoma-2016-yamaha-fz-07-fz07-mt-07-mt07/7637920098.html,craigslist
2018 Indian Roadmaster Icon,"$22,900",bonney,2018,"9,871mi",6/29,https://seattle.craigslist.org/tac/mcy/d/bonney-lake-2018-indian-roadmaster-icon/7637911583.html,craigslist
2005 Yamaha Royal Star tour deluxe,"$5,000",bonney,2005,17k mi,6/29,https://seattle.craigslist.org/tac/mcy/d/bonney-lake-2005-yamaha-royal-star-tour/7637911443.html,craigslist
